gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,services_count,has_internet,avg_charge_per_month
Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,34.66,554.56,mid,3,1,34.66
Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),97.47,4873.5,loyal,2,1,97.47
Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.15,265.8,new,4,1,22.150000000000002
Male,0,No,No,30,Yes,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,49.5,1485.0,mid,3,0,49.5
Female,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.22,0.0,new,3,1,0.0
Female,0,Yes,No,36,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,95.36,3432.96,mid,5,0,95.36
Female,0,No,No,53,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Two year,No,Mailed check,79.19,4197.07,loyal,2,1,79.19
Male,0,Yes,Yes,64,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),30.96,1981.44,loyal,2,1,30.96
Male,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),91.29,5112.24,loyal,3,1,91.28999999999999
Female,0,No,No,43,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,42.03,1807.29,loyal,2,1,42.03
Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,41.58,1954.26,loyal,5,1,41.58
Male,0,Yes,No,37,No,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,99.71,3689.27,loyal,0,1,99.71
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,98.99,197.98,new,4,1,98.99
Female,0,Yes,No,43,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,71.97,3094.71,loyal,1,1,71.97
Female,0,Yes,No,46,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.88,4456.48,loyal,3,0,96.88
Male,0,No,No,40,No,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.99,1599.6,loyal,1,1,39.989999999999995
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.33,38.33,new,3,1,38.33
Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,36.79,956.54,mid,1,1,36.79
Female,0,No,No,36,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,26.16,941.76,mid,2,0,26.16
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,85.25,1108.25,mid,1,1,85.25
Male,1,No,No,49,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),80.94,3966.06,loyal,2,0,80.94
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),59.31,3321.36,loyal,3,1,59.31
Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,34.46,516.9,mid,1,1,34.46
Female,0,No,No,59,Yes,No,No,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,54.71,3227.89,loyal,2,0,54.71
Female,0,Yes,No,34,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,46.12,1568.08,mid,2,0,46.12
Male,0,No,No,46,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.24,2265.04,loyal,1,1,49.24
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.04,7592.76,loyal,1,1,110.04
Male,0,No,No,51,No,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,70.09,3574.59,loyal,4,1,70.09
Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,61.69,61.69,new,1,1,61.69
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),55.36,2325.12,loyal,0,0,55.36
Male,0,Yes,No,40,No,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,45.64,1825.6,loyal,3,1,45.64
Female,1,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),81.93,2212.11,mid,1,1,81.93
Male,0,Yes,Yes,46,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.33,3603.18,loyal,3,1,78.33
Female,0,Yes,Yes,48,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),53.2,2553.6,loyal,1,1,53.199999999999996
Male,0,Yes,No,6,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,No,Mailed check,71.25,427.5,new,2,1,71.25
Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,64.23,4110.72,loyal,2,1,64.23
Female,0,No,Yes,62,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),26.66,1652.92,loyal,2,1,26.66
Male,0,No,Yes,22,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,76.4,1680.8,mid,3,1,76.39999999999999
Male,0,Yes,No,17,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,113.85,1935.45,mid,2,0,113.85000000000001
Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,23.03,276.36,new,1,1,23.03
Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),41.51,2366.07,loyal,2,1,41.510000000000005
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),69.41,69.41,new,2,1,69.41
Female,0,Yes,Yes,42,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.6,2713.2,loyal,1,1,64.6
Male,0,No,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,54.39,2121.21,loyal,2,1,54.39
Female,1,Yes,Yes,13,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.68,892.84,mid,1,1,68.68
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,99.54,6171.48,loyal,1,1,99.53999999999999
Female,0,No,No,37,No,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),50.21,1857.77,loyal,3,0,50.21
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,76.04,228.12,new,3,1,76.04
Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,88.57,5934.19,loyal,3,1,88.57
Male,0,No,No,26,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),93.88,2440.88,mid,3,1,93.88000000000001
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.17,2901.03,loyal,1,1,49.17
Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.74,318.58,mid,3,1,18.74
Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,118.42,7460.46,loyal,4,1,118.42
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),93.98,6578.6,loyal,2,1,93.98
Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,37.71,1131.3,mid,3,1,37.71
Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,75.38,150.76,new,2,1,75.38
Female,0,Yes,Yes,2,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,52.51,105.02,new,3,1,52.51
Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),77.6,1241.6,mid,2,1,77.6
Male,0,No,No,38,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,45.27,1720.26,loyal,4,1,45.27
Female,0,No,No,46,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.52,3933.92,loyal,2,0,85.52
Female,0,No,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),99.97,4398.68,loyal,2,1,99.97000000000001
Female,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.15,1771.35,loyal,2,1,36.15
Male,0,Yes,Yes,39,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),73.97,2884.83,loyal,4,0,73.97
Male,0,No,No,49,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),28.88,1415.12,loyal,2,1,28.88
Female,0,No,Yes,6,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.74,202.44,new,3,1,33.74
Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),36.48,474.24,mid,0,1,36.480000000000004
Male,0,No,Yes,54,Yes,Yes,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,71.56,3864.24,loyal,1,0,71.56
Female,0,No,No,25,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,110.15,2753.75,mid,2,0,110.15
Female,0,No,No,24,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.93,1438.32,mid,2,1,59.93
Male,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,99.17,3966.8,loyal,4,1,99.17
Female,0,No,No,70,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),99.43,6960.1,loyal,2,1,99.43
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.11,3254.38,loyal,1,1,56.11
Female,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,101.37,1013.7,new,2,1,101.37
Female,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,88.25,617.75,new,2,1,88.25
Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,109.37,1968.66,mid,0,1,109.37
Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,83.61,2090.25,mid,1,1,83.61
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.72,478.6,new,4,1,95.72
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,78.21,1016.73,mid,0,1,78.21000000000001
Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,72.54,1305.72,mid,4,1,72.54
Female,0,No,Yes,11,No,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),39.57,435.27,new,0,0,39.57
Male,1,Yes,No,25,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,102.18,2554.5,mid,2,1,102.18
Male,0,Yes,No,18,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.2,507.6,mid,2,0,28.200000000000003
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),39.28,864.16,mid,2,1,39.28
Female,0,No,No,29,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,96.25,2791.25,mid,2,1,96.25
Female,0,Yes,No,52,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),98.3,5111.6,loyal,1,1,98.30000000000001
Male,0,No,No,65,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,47.0,3055.0,loyal,2,1,47.0
Female,1,No,No,46,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.88,3168.48,loyal,4,1,68.88
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),51.36,1797.6,mid,2,1,51.36
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.01,380.2,mid,3,1,19.009999999999998
Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,24.24,1066.56,loyal,2,1,24.24
Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),110.63,6969.69,loyal,2,1,110.63
Female,0,No,No,49,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,118.74,5818.26,loyal,2,0,118.74000000000001
Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,119.18,5959.0,loyal,0,1,119.18
Male,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.77,1548.32,mid,3,1,96.77
Female,1,Yes,No,52,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,77.66,4038.32,loyal,2,1,77.66
Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),117.97,235.94,new,4,1,117.97
Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,30.38,850.64,mid,3,1,30.38
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.58,303.48,new,2,1,50.580000000000005
Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),72.77,4002.35,loyal,2,0,72.77
Male,1,Yes,No,17,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.12,1821.04,mid,3,1,107.12
Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,78.19,1251.04,mid,2,1,78.19
Female,0,No,No,64,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,105.14,6728.96,loyal,3,1,105.14
Female,0,Yes,No,64,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.07,6980.48,loyal,3,1,109.07
Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),91.98,6162.66,loyal,3,1,91.98
Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.04,720.8,mid,1,1,36.04
Male,1,No,No,34,Yes,No,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),114.42,3890.28,mid,1,1,114.42
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,81.57,652.56,new,3,1,81.57
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.84,245.52,new,1,1,81.84
Female,0,No,No,34,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,51.5,1751.0,mid,1,1,51.5
Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),98.7,3651.9,loyal,2,1,98.7
Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,62.56,375.36,new,2,1,62.56
Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.91,3920.76,mid,3,1,108.91000000000001
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),57.12,456.96,new,2,1,57.12
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,28.9,231.2,new,2,1,28.9
Female,0,No,No,34,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,114.62,3897.08,mid,1,1,114.62
Female,0,Yes,Yes,53,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.54,1247.62,loyal,2,1,23.54
Female,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.4,877.4,loyal,1,1,21.4
Male,0,Yes,No,43,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),62.91,2705.13,loyal,1,0,62.910000000000004
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),106.78,2349.16,mid,0,1,106.77999999999999
Male,0,No,No,34,Yes,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,48.23,1639.82,mid,3,0,48.23
Male,0,No,No,29,No,No,No,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,31.51,913.79,mid,2,0,31.509999999999998
Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,97.27,194.54,new,2,1,97.27
Male,1,No,No,20,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,117.04,2340.8,mid,3,1,117.04
Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.66,2285.82,mid,4,1,84.66000000000001
Male,0,No,No,16,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.49,1191.84,mid,2,1,74.49
Female,0,No,No,32,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.15,2596.8,mid,1,0,81.15
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,109.74,658.44,new,3,1,109.74000000000001
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,86.12,6200.64,loyal,4,1,86.12
Male,0,No,No,52,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),72.5,3770.0,loyal,0,1,72.5
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),30.75,1660.5,loyal,3,1,30.75
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.27,752.59,mid,1,1,44.27
Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),103.64,932.76,new,2,1,103.64
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),77.16,77.16,new,3,1,77.16
Male,0,Yes,No,31,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.21,2424.51,mid,2,1,78.21000000000001
Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.87,2034.27,mid,1,1,96.87
Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,32.8,1705.6,loyal,4,1,32.8
Male,0,Yes,No,24,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,19.23,461.52,mid,1,0,19.23
Female,0,No,No,47,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),72.85,3423.95,loyal,3,1,72.85
Female,1,No,Yes,58,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),117.59,6820.22,loyal,2,1,117.59
Female,1,No,No,53,Yes,No,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,81.57,4323.21,loyal,1,1,81.57000000000001
Male,0,Yes,No,4,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,48.43,193.72,new,5,0,48.43
Female,0,Yes,Yes,62,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),47.52,2946.24,loyal,1,1,47.519999999999996
Male,0,No,No,27,Yes,Yes,No,No,No,Yes,Yes,No,No,One year,No,Mailed check,27.62,745.74,mid,2,0,27.62
Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),87.21,2877.93,mid,2,1,87.21
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,40.2,281.4,new,2,1,40.199999999999996
Female,0,No,No,41,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),32.0,1312.0,loyal,4,0,32.0
Female,1,No,No,4,No,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),118.29,473.16,new,2,1,118.29
